#Longitude;Latitude;LifeState;AgentID;BirthTime;Gender;Age;LastBirth;Species
28.087919796146195;-26.14350344694061;1;1;-10.0;0;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;2;-10.0;1;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;3;-10.0;0;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;4;-10.0;1;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;5;-10.0;0;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;6;-10.0;1;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;7;-10.0;0;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;8;-10.0;1;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;9;-10.0;0;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;10;-10.0;0;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;11;-10.0;0;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;12;-10.0;1;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;13;-10.0;0;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;14;-10.0;1;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;15;-10.0;0;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;16;-10.0;1;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;17;-10.0;0;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;18;-10.0;1;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;19;-10.0;0;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;20;-10.0;1;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;21;-10.0;1;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;22;-10.0;1;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;23;-10.0;0;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;24;-10.0;1;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;25;-10.0;0;0.0;0.0;0
