# LifeState,CellIdx,AgentID,CellID,BirthTime,Gender,Age,LastBirth
1,12,1,12,-10.0,0,0.0,0.0
1,12,2,12,-10.0,1,0.0,0.0
1,12,3,12,-10.0,0,0.0,0.0
1,12,4,12,-10.0,1,0.0,0.0
1,12,5,12,-10.0,0,0.0,0.0
1,12,6,12,-10.0,1,0.0,0.0
1,12,7,12,-10.0,0,0.0,0.0
1,12,8,12,-10.0,1,0.0,0.0
1,12,9,12,-10.0,0,0.0,0.0
1,12,10,12,-10.0,0,0.0,0.0
1,12,11,12,-10.0,0,0.0,0.0
1,12,12,12,-10.0,1,0.0,0.0
1,12,13,12,-10.0,0,0.0,0.0
1,12,14,12,-10.0,1,0.0,0.0
1,12,15,12,-10.0,0,0.0,0.0
1,12,16,12,-10.0,1,0.0,0.0
1,12,17,12,-10.0,0,0.0,0.0
1,12,18,12,-10.0,1,0.0,0.0
1,12,19,12,-10.0,0,0.0,0.0
1,12,20,12,-10.0,1,0.0,0.0
1,15,21,15,-10.0,0,0.0,0.0
1,15,22,15,-10.0,1,0.0,0.0
1,15,23,15,-10.0,0,0.0,0.0
1,15,24,15,-10.0,1,0.0,0.0
1,15,25,15,-10.0,0,0.0,0.0
1,15,26,15,-10.0,1,0.0,0.0
1,15,27,15,-10.0,0,0.0,0.0
1,15,28,15,-10.0,1,0.0,0.0
1,15,29,15,-10.0,0,0.0,0.0
1,15,30,15,-10.0,0,0.0,0.0
1,15,31,15,-10.0,0,0.0,0.0
1,15,32,15,-10.0,1,0.0,0.0
1,15,33,15,-10.0,0,0.0,0.0
1,15,34,15,-10.0,1,0.0,0.0
1,15,35,15,-10.0,0,0.0,0.0
1,15,36,15,-10.0,1,0.0,0.0
1,15,37,15,-10.0,0,0.0,0.0
1,15,38,15,-10.0,1,0.0,0.0
1,15,39,15,-10.0,0,0.0,0.0
1,15,40,15,-10.0,1,0.0,0.0
1,18,41,18,-10.0,0,0.0,0.0
1,18,42,18,-10.0,1,0.0,0.0
1,18,43,18,-10.0,0,0.0,0.0
1,18,44,18,-10.0,1,0.0,0.0
1,18,45,18,-10.0,0,0.0,0.0
1,18,46,18,-10.0,1,0.0,0.0
1,18,47,18,-10.0,0,0.0,0.0
1,18,48,18,-10.0,1,0.0,0.0
1,18,49,18,-10.0,0,0.0,0.0
1,18,50,18,-10.0,0,0.0,0.0
1,18,51,18,-10.0,0,0.0,0.0
1,18,52,18,-10.0,1,0.0,0.0
1,18,53,18,-10.0,0,0.0,0.0
1,18,54,18,-10.0,1,0.0,0.0
1,18,55,18,-10.0,0,0.0,0.0
1,18,56,18,-10.0,1,0.0,0.0
1,18,57,18,-10.0,0,0.0,0.0
1,18,58,18,-10.0,1,0.0,0.0
1,18,59,18,-10.0,0,0.0,0.0
1,18,60,18,-10.0,1,0.0,0.0
1,21,61,21,-10.0,0,0.0,0.0
1,21,62,21,-10.0,1,0.0,0.0
1,21,63,21,-10.0,0,0.0,0.0
1,21,64,21,-10.0,1,0.0,0.0
1,21,65,21,-10.0,0,0.0,0.0
1,21,66,21,-10.0,1,0.0,0.0
1,21,67,21,-10.0,0,0.0,0.0
1,21,68,21,-10.0,1,0.0,0.0
1,21,69,21,-10.0,0,0.0,0.0
1,21,70,21,-10.0,0,0.0,0.0
1,21,71,21,-10.0,0,0.0,0.0
1,21,72,21,-10.0,1,0.0,0.0
1,21,73,21,-10.0,0,0.0,0.0
1,21,74,21,-10.0,1,0.0,0.0
1,21,75,21,-10.0,0,0.0,0.0
1,21,76,21,-10.0,1,0.0,0.0
1,21,77,21,-10.0,0,0.0,0.0
1,21,78,21,-10.0,1,0.0,0.0
1,21,79,21,-10.0,0,0.0,0.0
1,21,80,21,-10.0,1,0.0,0.0
1,24,81,24,-10.0,0,0.0,0.0
1,24,82,24,-10.0,1,0.0,0.0
1,24,83,24,-10.0,0,0.0,0.0
1,24,84,24,-10.0,1,0.0,0.0
1,24,85,24,-10.0,0,0.0,0.0
1,24,86,24,-10.0,1,0.0,0.0
1,24,87,24,-10.0,0,0.0,0.0
1,24,88,24,-10.0,1,0.0,0.0
1,24,89,24,-10.0,0,0.0,0.0
1,24,90,24,-10.0,0,0.0,0.0
1,24,91,24,-10.0,0,0.0,0.0
1,24,92,24,-10.0,1,0.0,0.0
1,24,93,24,-10.0,0,0.0,0.0
1,24,94,24,-10.0,1,0.0,0.0
1,24,95,24,-10.0,0,0.0,0.0
1,24,96,24,-10.0,1,0.0,0.0
1,24,97,24,-10.0,0,0.0,0.0
1,24,98,24,-10.0,1,0.0,0.0
1,24,99,24,-10.0,0,0.0,0.0
1,24,100,24,-10.0,1,0.0,0.0
